#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Target_Servo_Angle,Projected_Apogee,Error_Apogee
1,5.0605,GROUND,0.3125,-0.1569,9.7674,-0.3923,-0.1700,9.2300,0.1300,0.0000,-0.5600,-0.0200,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0208,-0.1588,0.3120,-89.0000,24.7648,25.0000,0.0000,0.0000
2,5.1013,GROUND,0.7500,-0.0785,9.7282,-0.3530,-0.1600,9.2400,0.1900,0.0000,-0.5600,0.0300,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0321,-0.1017,0.6028,-89.0000,24.7648,25.0000,0.0000,0.0000
3,5.1414,GROUND,0.8125,0.0000,9.6497,-0.3530,-0.1600,9.2600,0.1600,0.0100,-0.5300,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0867,-0.0858,0.7328,-89.0000,24.7648,25.0000,0.0000,0.0000
4,5.1811,GROUND,0.1250,-0.0392,9.6890,-0.3923,-0.1800,9.2000,0.1800,0.0000,-0.6000,0.0100,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0840,-0.1499,0.3539,-89.0000,24.7648,25.0000,0.0000,0.0000
5,5.2187,GROUND,-0.6250,-0.0392,9.7282,-0.3530,-0.1600,9.2000,0.1600,0.0100,-0.5900,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0587,-0.2667,-0.2561,-89.0000,24.7648,25.0000,0.0000,0.0000
6,5.2577,GROUND,-0.5000,-0.0785,9.6890,-0.3530,-0.1800,9.2300,0.1500,-0.0100,-0.5600,-0.0100,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0731,-0.3015,-0.4115,-89.0000,24.7648,25.0000,0.0000,0.0000
7,5.2965,GROUND,0.2500,-0.0392,9.7282,-0.3138,-0.1500,9.2400,0.1600,0.0400,-0.5700,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0541,-0.1963,-0.0048,-89.0000,24.7648,25.0000,0.0000,0.0000
8,5.3357,GROUND,-0.2500,-0.0392,9.7282,-0.3530,-0.1700,9.2100,0.2000,0.0000,-0.5600,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0471,-0.2416,-0.1603,-89.0000,24.7648,25.0000,0.0000,0.0000
9,5.3753,GROUND,-1.1250,-0.0785,9.7282,-0.3138,-0.1900,9.2400,0.1100,0.0200,-0.5600,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0445,-0.4399,-0.7648,-89.0000,24.7648,25.0000,0.0000,0.0000
10,5.4152,GROUND,-1.2500,-0.0392,9.6890,-0.3530,-0.1800,9.2600,0.1400,0.0000,-0.5900,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0677,-0.5479,-1.0737,-89.0000,24.7648,25.0000,0.0000,0.0000
11,5.4543,GROUND,1.6875,-0.1177,9.7282,-0.3923,-0.1500,9.2000,0.1700,0.0100,-0.5900,0.0100,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0517,0.1373,0.6406,-89.0000,24.7648,25.0000,0.0000,0.0000
12,5.4936,GROUND,-0.9375,-0.0392,9.6890,-0.3138,-0.1500,9.2100,0.1300,0.0100,-0.5800,-0.0300,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0706,-0.2877,-0.3426,-89.0000,24.7648,25.0000,0.0000,0.0000
13,5.5330,GROUND,0.0000,-0.0785,9.6890,-0.3138,-0.1600,9.2400,0.1600,0.0000,-0.5500,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0775,-0.1913,-0.1328,-89.0000,24.7648,25.0000,0.0000,0.0000
14,5.5716,GROUND,0.9375,0.0000,9.6890,-0.3923,-0.1700,9.2700,0.1600,0.0000,-0.5300,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0800,0.1354,0.5335,-89.0000,24.7648,25.0000,0.0000,0.0000
15,5.6118,GROUND,-0.6875,-0.0392,9.7282,-0.2746,-0.1700,9.2200,0.1100,0.0000,-0.5700,-0.0500,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0571,-0.2668,-0.2286,-89.0000,24.7648,25.0000,0.0000,0.0000
16,5.6519,GROUND,-0.1875,-0.0785,9.7282,-0.2746,-0.1700,9.2500,0.1900,0.0000,-0.5400,0.0300,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0482,-0.2511,-0.2069,-89.0000,24.7648,25.0000,0.0000,0.0000
17,5.6917,GROUND,-0.1875,-0.0392,9.7282,-0.3530,-0.1400,9.2100,0.1500,0.0300,-0.5800,0.0000,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0447,-0.2425,-0.1984,-89.0000,24.7648,25.0000,0.0000,0.0000
18,5.7311,GROUND,-0.2500,-0.0785,9.6890,-0.2746,-0.1500,9.2200,0.1200,0.0100,-0.5800,-0.0300,0.0000,-9.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0677,-0.2598,-0.2341,-89.0000,24.7648,25.0000,0.0000,0.0000
19,5.7680,GROUND,-0.3125,-0.0392,9.6890,-0.2746,-0.1500,9.2300,0.1400,0.0000,-0.5300,0.0300,0.0000,-1.0000,-89.0000,-0.1700,9.8000,0.1600,-0.0765,-0.2890,-0.2872,-89.0000,24.7648,25.0000,0.0000,0.0000
