#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Target_Servo_Angle,Projected_Apogee,Error_Apogee
1,5.0762,GROUND,1.5625,1.2553,9.6105,-2.1967,1.1200,9.6200,-1.6600,-0.2200,0.0300,-0.1200,24.3750,7.8750,-99.1250,1.3400,9.5800,-1.5400,-0.0752,0.2185,1.5487,7.8750,24.7648,25.0000,0.0000,0.0000
2,5.1167,GROUND,2.3125,1.1376,9.6497,-2.1967,1.0700,9.5500,-1.7100,-0.2500,-0.0300,-0.1600,24.6250,7.8125,-99.1875,1.3200,9.5900,-1.5500,-0.0997,0.3126,2.0624,7.8125,24.7648,25.0000,0.0000,0.0000
3,5.1561,GROUND,2.0625,1.0591,9.5321,-2.3144,0.9900,9.5000,-1.8900,-0.3100,-0.0800,-0.3200,25.0000,7.6875,-99.3125,1.3100,9.5800,-1.5700,-0.1855,0.3007,2.0667,7.6875,24.7648,25.0000,0.0000,0.0000
4,5.1938,GROUND,2.9375,0.9022,9.4928,-2.4713,0.8700,9.4100,-1.9600,-0.4300,-0.2300,-0.3500,25.3125,7.5000,-99.4375,1.2800,9.5800,-1.5900,-0.2422,0.3761,2.6118,7.5000,24.7648,25.0000,0.0000,0.0000
5,5.2308,GROUND,1.9375,0.7845,9.4144,-2.6674,0.7700,9.2900,-2.3100,-0.4900,-0.2900,-0.6900,25.6250,7.4375,-99.5625,1.2600,9.5800,-1.6100,-0.3130,0.2830,2.1987,7.4375,24.7648,25.0000,0.0000,0.0000
6,5.2703,GROUND,1.9375,0.3530,9.2967,-2.9420,0.2000,9.2600,-2.6100,-1.0700,-0.3200,-1.0100,25.5000,7.4375,-99.4375,1.2700,9.5900,-1.6000,-0.4126,0.2300,2.0406,7.4375,24.7648,25.0000,0.0000,0.0000
7,5.3098,GROUND,0.3750,0.0392,9.2967,-3.2558,0.1100,9.2500,-2.6900,-1.1500,-0.3300,-1.1000,25.5000,7.3750,-99.3750,1.2600,9.5900,-1.5900,-0.4510,-0.0596,1.0083,7.3750,24.7648,25.0000,0.0000,0.0000
8,5.3496,GROUND,1.2500,0.1569,9.3752,-3.0204,0.3100,9.3300,-2.3300,-0.8500,-0.2500,-0.6600,26.5000,6.8750,-99.8750,1.1700,9.5900,-1.6700,-0.4168,-0.0323,1.1577,6.8750,24.7648,25.0000,0.0000,0.0000
9,5.3867,GROUND,0.1250,0.3138,9.4928,-2.6674,0.4900,9.5600,-2.0100,-0.6900,-0.0200,-0.3500,27.1250,6.9375,-99.8125,1.1900,9.5900,-1.6600,-0.3312,-0.2477,0.5145,6.9375,24.7648,25.0000,0.0000,0.0000
10,5.4242,GROUND,1.1250,0.5884,9.7282,-2.3928,0.6900,9.6500,-1.7900,-0.5000,0.0400,-0.1400,27.7500,7.1875,-99.6875,1.2200,9.5800,-1.6400,-0.1527,-0.1185,0.8912,7.1875,24.7648,25.0000,0.0000,0.0000
11,5.4634,GROUND,1.1250,0.7061,9.6890,-2.1575,0.7400,9.6500,-1.6100,-0.4900,0.0700,0.0400,28.6250,7.3125,-99.7500,1.2500,9.5800,-1.6500,-0.1089,-0.0658,1.0352,7.3125,24.7648,25.0000,0.0000,0.0000
