#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Target_Servo_Angle,Projected_Apogee,Error_Apogee
1,5.0797,GROUND,1.2500,-0.1177,9.6105,-0.2354,-0.1700,9.2000,0.2000,0.0400,-0.5900,0.0000,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0789,0.1636,1.2373,-88.8125,24.7648,25.0000,0.0000,0.0000
2,5.1170,GROUND,-0.3750,-0.1177,9.6890,-0.2746,-0.2100,9.2400,0.1300,0.0000,-0.5500,-0.0600,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0877,-0.0553,0.1610,-88.8125,24.7648,25.0000,0.0000,0.0000
3,5.1544,GROUND,-1.5625,-0.0785,9.6497,-0.1961,-0.1800,9.2700,0.1700,0.0300,-0.5200,-0.0200,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.1104,-0.2245,-0.9209,-88.8125,24.7648,25.0000,0.0000,0.0000
4,5.1903,GROUND,0.1875,-0.0785,9.7282,-0.2746,-0.2000,9.2600,0.1900,0.0100,-0.5400,0.0000,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0680,-0.1204,-0.2354,-88.8125,24.7648,25.0000,0.0000,0.0000
5,5.2257,GROUND,-0.0625,-0.0392,9.6497,-0.3138,-0.2100,9.2700,0.1500,0.0000,-0.5200,-0.0400,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.1008,-0.1044,-0.1298,-88.8125,24.7648,25.0000,0.0000,0.0000
6,5.2619,GROUND,0.0000,-0.0785,9.7282,-0.2746,-0.1800,9.2600,0.2000,0.0400,-0.6000,0.0000,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0648,-0.0900,-0.0507,-88.8125,24.7648,25.0000,0.0000,0.0000
7,5.2978,GROUND,0.5000,-0.0785,9.7282,-0.3138,-0.2100,9.2200,0.1800,0.0000,-0.5700,-0.0100,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0510,-0.0082,0.2902,-88.8125,24.7648,25.0000,0.0000,0.0000
8,5.3350,GROUND,-0.5000,-0.0785,9.7282,-0.3530,-0.1700,9.1700,0.2200,0.0400,-1.9000,0.0200,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0460,-0.1425,-0.2011,-88.8125,24.7648,25.0000,0.0000,0.0000
9,5.3717,GROUND,0.6250,-0.0785,9.7282,-0.2746,-0.2100,9.2300,0.1700,0.0100,-0.6100,-0.0400,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0438,0.0249,0.3111,-88.8125,24.7648,25.0000,0.0000,0.0000
10,5.4124,GROUND,-2.0000,-0.1177,9.7282,-0.2746,-0.1900,9.1900,0.2100,0.0000,-0.5000,-0.0400,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0435,-0.5381,-1.1308,-88.8125,24.7648,25.0000,0.0000,0.0000
11,5.4564,GROUND,-0.8125,-0.0785,9.6890,-0.3138,-0.2200,9.2700,0.1900,0.0000,-0.5200,0.0000,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0672,-0.4535,-0.9402,-88.8125,24.7648,25.0000,0.0000,0.0000
12,5.4959,GROUND,-0.4375,-0.1177,9.6890,-0.2746,-0.2200,9.2400,0.1400,0.0000,-0.5600,-0.0500,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0762,-0.3178,-0.6330,-88.8125,24.7648,25.0000,0.0000,0.0000
13,5.5344,GROUND,-0.7500,-0.0785,9.7674,-0.3138,-0.1800,9.1700,0.1800,0.0300,-0.6200,-0.0100,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0312,-0.3481,-0.7104,-88.8125,24.7648,25.0000,0.0000,0.0000
14,5.5711,GROUND,-1.8750,-0.0785,9.6497,-0.1961,-0.1800,9.2000,0.1400,0.0000,-0.6200,0.0000,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0870,-0.6943,-1.4433,-88.8125,24.7648,25.0000,0.0000,0.0000
15,5.6104,GROUND,-0.8125,-0.1177,9.8066,-0.3138,-0.1600,9.1600,0.2400,0.0200,-0.6200,-0.0300,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0110,-0.4825,-1.0591,-88.8125,24.7648,25.0000,0.0000,0.0000
16,5.6508,GROUND,0.1250,-0.0785,9.6497,-0.1961,-0.2100,9.1700,0.1600,0.0100,-0.6200,-0.0300,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0788,-0.0733,-0.3248,-88.8125,24.7648,25.0000,0.0000,0.0000
17,5.6902,GROUND,-0.6250,-0.1177,9.6497,-0.3138,-0.2000,9.2000,0.1800,0.0100,-0.5900,-0.0100,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.1050,-0.1806,-0.5139,-88.8125,24.7648,25.0000,0.0000,0.0000
18,5.7283,GROUND,-0.3125,-0.0785,9.6497,-0.2746,-0.2200,9.2700,0.1700,0.0000,-0.5300,-0.0200,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.1149,-0.1076,-0.3904,-88.8125,24.7648,25.0000,0.0000,0.0000
19,5.7683,GROUND,-0.5000,-0.1177,9.7282,-0.2746,-0.2200,9.2700,0.1700,0.0300,-0.5800,-0.0100,359.8750,-1.2500,-88.8125,-0.2200,9.8000,0.1900,-0.0703,-0.1515,-0.4607,-88.8125,24.7648,25.0000,0.0000,0.0000
