#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Target_Servo_Angle,Projected_Apogee,Error_Apogee
1,5.0741,GROUND,-0.4375,0.0785,9.6890,-0.4315,0.0000,9.2300,0.0700,0.0000,-0.5700,-0.0100,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0754,-0.3195,-0.4393,-0.0625,24.7648,25.0000,0.0000,0.0000
2,5.1151,GROUND,-0.8125,0.0392,9.6890,-0.5099,0.0000,9.2200,0.0500,0.0000,-0.5700,-0.0300,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0809,-0.3720,-0.6933,-0.0625,24.7648,25.0000,0.0000,0.0000
3,5.1552,GROUND,0.0000,0.0785,9.6890,-0.4707,0.0000,9.2200,0.0900,0.0200,-0.5700,0.0000,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0806,-0.3034,-0.2638,-0.0625,24.7648,25.0000,0.0000,0.0000
4,5.1953,GROUND,0.9375,0.0392,9.6890,-0.4707,0.0000,9.2400,0.0700,0.0100,-0.5500,-0.0100,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0807,-0.1794,0.4783,-0.0625,24.7648,25.0000,0.0000,0.0000
5,5.2353,GROUND,0.1250,0.0392,9.7282,-0.4315,0.0000,9.2400,0.0700,0.0000,-0.5500,-0.0100,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0573,-0.2214,0.2565,-0.0625,24.7648,25.0000,0.0000,0.0000
6,5.2718,GROUND,-2.0000,0.0392,9.7282,-0.4707,0.0000,9.2600,0.0500,0.0000,-0.5400,0.0000,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0487,-0.5328,-1.1484,-0.0625,24.7648,25.0000,0.0000,0.0000
7,5.3111,GROUND,-0.6875,0.0392,9.7282,-0.5099,0.0000,9.2600,0.0600,0.0200,-0.5600,-0.0200,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0449,-0.4580,-0.8697,-0.0625,24.7648,25.0000,0.0000,0.0000
8,5.3499,GROUND,0.0000,0.0392,9.7282,-0.4707,-0.0100,9.2500,0.0500,0.0000,-0.5500,-0.0200,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0433,-0.2986,-0.3354,-0.0625,24.7648,25.0000,0.0000,0.0000
9,5.3891,GROUND,-0.3750,0.0392,9.6890,-0.4315,0.0000,9.2500,0.0400,0.0000,-0.5500,-0.0300,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0671,-0.3065,-0.3644,-0.0625,24.7648,25.0000,0.0000,0.0000
10,5.4279,GROUND,0.5625,0.0392,9.6890,-0.4315,-0.0400,9.2400,0.0500,-0.0200,-0.5500,-0.0300,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0761,-0.0960,0.2087,-0.0625,24.7648,25.0000,0.0000,0.0000
11,5.4680,GROUND,0.3750,0.0392,9.7282,-0.5099,0.0100,9.2400,0.0500,0.0200,-0.5500,-0.0300,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0554,-0.0560,0.3110,-0.0625,24.7648,25.0000,0.0000,0.0000
12,5.5081,GROUND,-0.8750,0.0785,9.7282,-0.4707,0.0000,9.2300,0.0600,0.0000,-0.5600,-0.0100,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0477,-0.3775,-0.4304,-0.0625,24.7648,25.0000,0.0000,0.0000
13,5.5481,GROUND,1.3750,0.0785,9.7282,-0.4707,-0.0300,9.2500,0.0400,-0.0100,-0.5500,-0.0300,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0442,0.1467,0.6921,-0.0625,24.7648,25.0000,0.0000,0.0000
14,5.5877,GROUND,-0.4375,0.0392,9.7282,-0.4315,-0.0100,9.2400,0.0700,0.0000,-0.5500,0.0000,359.9375,-0.0625,-89.5000,-0.0100,9.8000,0.0800,-0.0434,-0.1873,-0.0115,-0.0625,24.7648,25.0000,0.0000,0.0000
