#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Target_Servo_Angle,Projected_Apogee,Error_Apogee
1,0.0100,GROUND,8.3126,-1.1768,9.4928,-1.4122,-1.3900,9.7200,-0.4100,-0.0200,0.0100,-0.2600,264.0000,-7.9375,-90.8750,-1.3600,9.7100,-0.1400,-9.4106,-0.2933,5.1937,-90.8750,24.7648,25.0000,0.0000,0.0000
2,0.0354,GROUND,6.8751,-0.3138,8.6299,1.6867,0.0600,14.6000,0.4800,1.6800,9.6200,0.4700,264.0000,-7.9375,-90.8750,-1.3600,9.7100,-0.1500,-8.6534,-0.4560,6.2315,-90.8750,24.7648,25.0000,0.0000,0.0000
3,0.0706,GROUND,4.0626,-5.2564,19.4172,0.8238,1.1000,39.8000,2.3800,1.6800,9.6200,0.4700,264.0000,-7.9375,-90.8750,-1.3400,9.7100,-0.1400,-8.5730,-0.9040,4.8801,-90.8750,24.7648,25.0000,0.0000,0.0000
4,0.1017,GROUND,8.6251,2.0790,84.4549,5.7663,-0.2800,39.8000,0.3200,1.0400,30.0800,0.4900,264.1250,-7.6875,-90.9375,-1.3000,9.7100,-0.1700,-6.7997,-0.8155,7.1883,-90.9375,24.7648,25.0000,0.0000,0.0000
5,0.1376,GROUND,9.3126,-2.0006,86.2593,5.6486,-7.4300,39.8000,3.1600,3.8800,30.0700,3.0300,263.3750,-7.3750,-91.0625,-1.2600,9.7200,-0.1900,-5.9958,-0.7975,8.4933,-91.0625,24.7648,25.0000,0.0000,0.0000
6,0.1713,GROUND,10.5627,10.5520,73.9814,4.1188,0.7000,39.8000,2.1400,1.9100,30.0700,2.3600,262.1875,-7.0625,-91.2500,-1.2000,9.7200,-0.2100,-7.5947,-0.7562,9.7657,-91.2500,24.7648,25.0000,0.0000,0.0000
7,0.2042,GROUND,11.2502,-4.5503,98.6941,-4.7464,1.1300,39.8000,3.1700,2.3100,30.0600,3.4000,261.5000,-6.9375,-91.3125,-1.1800,9.7300,-0.2300,-12.8979,-0.8899,10.6753,-91.3125,24.7648,25.0000,0.0000,0.0000
8,0.2406,GROUND,12.0002,4.6680,88.2599,2.9420,1.3500,39.8000,-2.8700,2.5900,30.0700,-2.6500,262.1250,-7.2500,-91.2500,-1.2400,9.7200,-0.2100,-10.7063,-1.0692,11.4840,-91.2500,24.7648,25.0000,0.0000,0.0000
9,0.2759,GROUND,12.6252,-5.0210,87.5145,-1.6083,0.7600,39.8000,0.1400,2.0900,30.0800,0.3400,263.0000,-7.8125,-91.1250,-1.3600,9.7000,-0.1800,-11.7428,-1.2356,12.1770,-91.1250,24.7648,25.0000,0.0000,0.0000
10,0.3091,GROUND,11.1252,-12.1210,88.0245,4.0796,1.2300,39.8000,-1.7000,3.7100,30.1000,6.4000,264.7500,-8.5000,-90.9375,-1.4500,9.6900,-0.1600,-7.8040,-1.7525,11.5055,-90.9375,24.7648,25.0000,0.0000,0.0000
11,0.3445,GROUND,13.9377,2.6674,88.0637,6.2370,-0.7100,39.8000,2.1800,0.8100,30.1100,2.3100,266.1250,-8.8750,-90.7500,-1.4500,9.6900,-0.1600,-6.1692,-1.4126,12.9955,-90.7500,24.7648,25.0000,0.0000,0.0000
12,0.3795,GROUND,14.0627,-2.3536,93.9085,1.4906,-3.1500,39.8000,1.9300,0.4900,30.1300,1.7600,268.8125,-9.5625,-90.3750,-1.6300,9.6600,-0.0700,-7.6195,-1.3782,13.6403,-90.3750,24.7648,25.0000,0.0000,0.0000
13,0.4134,GROUND,14.3752,-6.0017,91.8687,0.0000,-0.7300,39.8000,2.8000,1.0000,30.1400,2.8200,270.8125,-10.1875,-90.0625,-1.7300,9.6500,-0.0200,-8.3539,-1.4448,14.0790,-90.0625,24.7648,25.0000,0.0000,0.0000
14,0.4497,GROUND,16.1877,-1.8437,93.4770,0.7453,-1.5600,39.8000,3.4400,1.0000,30.1400,2.8200,273.8125,-11.1250,-89.6250,-1.8900,9.6200,0.0500,-8.1865,-1.1147,15.3735,-89.6250,24.7648,25.0000,0.0000,0.0000
15,0.4832,GROUND,18.3753,0.3923,95.4775,1.7260,-1.5600,39.8000,3.4400,0.3900,30.2000,0.8500,276.3125,-11.9375,-89.1875,-2.0200,9.5900,0.1300,-7.3532,-0.4708,17.2314,-89.1875,24.7648,25.0000,0.0000,0.0000
16,0.5151,GROUND,20.3753,-0.1569,96.1052,2.2751,-1.5600,39.8000,3.4400,0.3900,30.2000,0.8500,278.9375,-12.8125,-88.6250,-2.1700,9.5500,0.2200,-6.0650,0.2641,19.1861,-88.6250,24.7648,25.0000,0.0000,0.0000
17,0.5486,GROUND,21.7503,-2.1967,93.2416,0.8630,-1.3300,39.8000,2.1400,-0.1800,30.2900,1.2200,282.7500,-14.0625,-87.8125,-2.3800,9.5000,0.3600,-5.3745,0.8883,20.7893,-87.8125,24.7648,25.0000,0.0000,0.0000
18,0.5843,GROUND,23.0004,-2.0398,95.2030,0.9414,-1.7300,39.8000,1.0500,0.8100,30.3400,0.5700,285.8750,-15.0625,-87.0000,-2.5500,9.4500,0.4800,-4.2290,1.4797,22.1828,-87.0000,24.7648,25.0000,0.0000,0.0000
19,0.6176,GROUND,26.6254,-1.8829,97.4781,0.7061,-0.6500,39.8000,1.3400,2.0600,30.4000,0.7100,290.3750,-16.4375,-85.8125,-2.7700,9.3700,0.6800,-2.6874,2.9182,24.9783,-85.8125,24.7648,25.0000,0.0000,0.0000
20,0.6539,GROUND,27.7504,-0.3923,97.1643,0.0000,-1.6700,39.8000,0.7700,1.2700,30.4800,-0.0800,294.1250,-17.4375,-84.6875,-2.9400,9.3100,0.8600,-1.6877,3.8608,26.7533,-84.6875,24.7648,25.0000,0.0000,0.0000
21,0.6893,GROUND,29.9380,-0.4707,97.2427,-0.0392,-0.8200,39.8000,0.6300,2.2800,30.5600,-0.4300,298.0625,-18.4375,-83.3750,-3.1500,9.2100,1.1400,-0.0360,5.0395,28.7994,-83.3750,24.7648,25.0000,0.0000,0.0000
22,0.7225,GROUND,32.6255,-0.9807,97.8704,-0.1961,-0.3000,39.8000,-0.3200,2.9000,30.6600,-1.8300,303.7500,-19.6250,-81.3750,-3.2900,9.1300,1.3800,2.5829,6.5240,31.2579,-81.3750,24.7648,25.0000,0.0000,0.0000
23,0.7569,GROUND,33.8130,-0.7061,99.0864,-1.2160,-0.0900,39.8000,-0.3800,3.3100,30.7500,-2.0400,308.3125,-20.3125,-79.6250,-3.4400,9.0100,1.7500,4.7491,7.6036,32.9434,-79.6250,24.7648,25.0000,0.0000,0.0000
24,0.7929,GROUND,38.4381,-1.3337,98.4980,-2.4320,-0.1000,39.8000,-1.0000,3.6900,30.8700,-2.5700,314.8750,-20.8750,-76.8750,-3.5000,8.9200,2.0700,7.6179,10.0814,36.4937,-76.8750,24.7648,25.0000,0.0000,0.0000
25,0.8267,GROUND,39.5631,-0.1961,99.3218,-0.2354,0.4400,39.8000,-0.7700,3.9500,30.9600,-3.1900,320.1250,-20.9375,-74.6250,-3.5100,8.8300,2.4200,11.9843,11.5985,38.5478,-74.6250,24.7648,25.0000,0.0000,0.0000
26,0.8598,GROUND,43.3132,0.6276,99.7925,-0.9414,0.6400,39.8000,-1.1100,4.1100,31.0600,-3.9000,327.1875,-20.5000,-71.4375,-3.4300,8.7100,2.9100,16.2772,13.9613,41.6812,-71.4375,24.7648,25.0000,0.0000,0.0000
27,0.8957,GROUND,45.5007,1.7260,98.7334,-1.6867,0.7600,39.8000,-1.7700,4.1100,31.0600,-3.9000,332.5000,-19.6875,-69.0625,-3.3000,8.6200,3.2900,19.4340,16.1273,44.2701,-69.0625,24.7648,25.0000,0.0000,0.0000
28,0.9310,GROUND,50.2508,1.5691,100.5378,-2.1182,0.7600,39.8000,325.4200,3.8700,31.2500,-5.9200,337.9375,-18.4375,-66.7500,-3.0200,8.5200,3.7900,23.2061,19.4258,48.2433,-66.7500,24.7648,25.0000,0.0000,0.0000
29,0.9644,GROUND,53.5008,3.4519,101.6361,-2.5890,0.9600,39.8000,-1.8400,4.0000,31.3400,-6.9400,345.2500,-16.0625,-63.7500,-3.0200,8.5200,3.7900,27.5541,22.4167,51.7902,-63.7500,24.7648,25.0000,0.0000,0.0000
30,0.9976,GROUND,55.8134,-1.1376,101.2831,-3.3343,0.5400,39.8000,-3.1500,2.8600,31.3900,-7.6500,350.9375,-13.6250,-61.8125,-2.3100,8.4000,4.4900,31.6227,24.9284,54.5984,-61.8125,24.7648,25.0000,0.0000,0.0000
31,1.0336,GROUND,59.8759,-1.7652,101.3223,-3.2166,0.3600,39.8000,-3.2600,2.8600,31.3900,-7.6500,358.6250,-9.8125,-59.7500,-1.6700,8.3500,4.8600,35.6196,28.3024,58.2573,-59.7500,24.7648,25.0000,0.0000,0.0000
32,1.0659,GROUND,62.3760,0.6276,101.1262,-3.7265,-0.9600,39.8000,-2.8700,0.1600,31.4700,-7.9200,4.4375,-6.5625,-58.7500,-1.1200,8.3200,5.0500,37.7774,31.0145,61.1902,-58.7500,24.7648,25.0000,0.0000,0.0000
33,1.1013,GROUND,66.5010,-0.5099,99.9886,-2.5105,-0.6800,39.8000,-3.6100,-0.1300,31.4700,-8.7700,12.4375,-2.0000,-58.1250,-0.3400,8.3200,5.1600,39.6985,34.4961,64.9455,-58.1250,24.7648,25.0000,0.0000,0.0000
34,1.1371,GROUND,70.0636,-1.8829,100.1455,-5.6094,-0.7300,39.8000,-3.3100,-0.9800,31.4500,-8.4600,18.6250,1.4375,-58.3125,0.2400,8.3400,5.1400,38.6485,37.8969,68.6328,-58.3125,24.7648,25.0000,0.0000,0.0000
35,1.1706,GROUND,71.5636,-2.8635,101.0477,-3.0597,-1.3900,39.8000,-3.6000,-2.2200,31.4100,-8.6200,27.0625,5.9375,-59.3750,0.2400,8.3400,5.1400,38.5652,40.0228,70.9546,-59.3750,24.7648,25.0000,0.0000,0.0000
36,1.2061,GROUND,73.3761,1.0199,100.5378,-2.4713,-0.5200,39.8000,-2.8600,-2.0700,31.3400,-7.5800,33.6250,9.0625,-60.8125,1.5500,8.4500,4.7200,37.3980,41.8807,73.0138,-60.8125,24.7648,25.0000,0.0000,0.0000
37,1.2419,GROUND,78.0637,1.8437,101.0477,-2.5890,-0.2000,39.8000,-3.4700,-2.2300,31.2700,-7.8700,40.4375,11.9375,-62.6875,2.1700,8.5500,4.2700,35.1268,45.0688,76.7571,-62.6875,24.7648,25.0000,0.0000,0.0000
38,1.2760,GROUND,79.6262,2.8243,100.1063,-4.1972,-0.3500,39.8000,-3.0600,-2.1400,31.1600,-6.9500,49.9375,15.2500,-65.9375,2.5800,8.6300,3.8500,29.8904,46.8522,79.1386,-65.9375,24.7648,25.0000,0.0000,0.0000
39,1.3106,GROUND,82.5638,1.8829,103.3621,-3.9619,2.0200,39.8000,-2.5900,-0.8900,31.0600,-5.9600,57.5000,17.3125,-68.8750,3.0100,8.7600,3.1900,25.5244,48.7501,81.9006,-68.8750,24.7648,25.0000,0.0000,0.0000
40,1.3469,GROUND,93.1889,6.5901,100.8908,-3.0989,2.7800,39.8000,-2.7200,-0.9100,30.9300,-6.3700,68.0625,19.3125,-73.3750,3.2500,8.8600,2.6400,20.1632,54.8336,89.6725,-73.3750,24.7648,25.0000,0.0000,0.0000
41,1.3815,GROUND,95.6890,6.0801,102.1461,-3.8442,2.7800,39.8000,-2.7200,-0.5800,30.8300,-5.4600,76.3750,20.3125,-77.0625,3.2500,8.8600,2.6400,14.0515,57.6545,94.1667,-77.0625,24.7648,25.0000,0.0000,0.0000
42,1.4124,GROUND,102.8141,-0.4707,100.1847,-4.3149,4.6200,39.8000,-3.7800,1.1400,30.7400,-5.2000,88.1875,20.7500,-82.3750,3.4700,9.0800,1.2000,4.4374,61.4228,100.2617,-82.3750,24.7648,25.0000,0.0000,0.0000
43,1.4490,GROUND,109.2517,-0.9022,97.6350,-4.1580,3.9000,39.8000,-5.2800,0.4700,30.6300,-5.8400,97.5625,20.4375,-86.5000,3.4300,9.1600,0.5500,-3.4892,65.1849,106.7561,-86.5000,24.7648,25.0000,0.0000,0.0000
44,1.4843,GROUND,112.1892,5.5310,101.0085,-4.4326,4.2100,39.8000,-5.1600,0.9200,30.5600,-5.0400,107.5625,19.5625,-90.6875,3.4300,9.1600,0.5500,-9.5134,66.7033,111.0285,-90.6875,24.7648,25.0000,0.0000,0.0000
45,1.5160,GROUND,114.0642,6.3939,100.3809,-6.4332,3.7300,39.8000,-4.7500,-0.8000,30.4900,-3.7800,122.0625,17.3750,-96.1250,2.9300,9.3000,-1.0000,-18.5826,66.7152,113.7186,-96.1250,24.7648,25.0000,0.0000,0.0000
46,1.5516,GROUND,119.1893,-2.2751,96.4582,-5.3740,2.5100,39.8000,-4.5100,-0.0100,30.4600,-2.8800,133.9375,14.9375,-99.8750,2.3700,9.3300,-1.8200,-26.5385,67.6383,118.0375,-99.8750,24.7648,25.0000,0.0000,0.0000
47,1.5877,GROUND,121.8144,4.1580,99.7532,-1.8437,3.7300,39.8000,-3.1900,1.0900,30.4500,-0.8600,151.1875,10.6875,-104.1875,1.8200,9.3400,-2.3600,-31.6326,67.3563,121.3136,-104.1875,24.7648,25.0000,0.0000,0.0000
48,1.6213,GROUND,126.3769,3.2558,94.1831,-4.3542,3.2500,39.8000,-1.2200,2.0700,30.4700,1.5800,165.1250,6.8750,-106.7500,1.1800,9.3200,-2.8000,-37.0932,67.7676,125.3325,-106.7500,24.7648,25.0000,0.0000,0.0000
49,1.6575,GROUND,128.2520,8.7868,88.5344,-1.4906,4.9800,39.8000,-1.3300,3.9400,30.5300,2.6300,185.0625,1.2500,-109.1250,0.2100,9.2600,-3.2100,-38.8815,66.6734,128.0704,-109.1250,24.7648,25.0000,0.0000,0.0000
