#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Target_Servo_Angle,Projected_Apogee,Error_Apogee
1,5.0615,GROUND,-0.8125,-0.1569,9.8066,-0.2746,-0.1300,9.1700,0.1100,0.0200,-0.6200,-0.0300,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-5.4758,-3.1699,-1.0336,-89.0625,24.7648,25.0000,0.0000,0.0000
2,5.1024,GROUND,1.1250,-0.0392,9.6497,-0.3530,-0.1600,9.2200,0.1400,0.0000,-0.5700,0.0000,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-8.1932,-3.5691,0.3464,-89.0625,24.7648,25.0000,0.0000,0.0000
3,5.1428,GROUND,0.5000,-0.0392,9.6890,-0.3530,-0.1400,9.2600,0.1200,0.0100,-0.5400,-0.0200,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-9.2849,-3.9474,0.3864,-89.0625,24.7648,25.0000,0.0000,0.0000
4,5.1815,GROUND,0.8750,-0.0392,9.7282,-0.3530,-0.1400,9.2400,0.1400,0.0100,-0.5500,0.0000,0.0000,-0.9375,-81.0625,-0.1600,9.8000,0.1500,-8.8662,-4.2141,0.6314,-81.0625,24.7648,25.0000,0.0000,0.0000
5,5.2193,GROUND,0.1250,-0.0392,9.6890,-0.3138,-0.1700,9.2300,0.1100,0.0000,-0.5700,-0.0400,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-9.5209,-4.6238,0.2512,-89.0625,24.7648,25.0000,0.0000,0.0000
6,5.2589,GROUND,0.7500,-0.0392,9.7282,-0.3138,-0.1300,9.2400,0.1300,0.0200,-0.5500,-0.0100,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-9.7703,-4.9140,0.4881,-89.0625,24.7648,25.0000,0.0000,0.0000
7,5.2988,GROUND,-0.8125,0.0000,9.6497,-0.3923,-0.1400,9.2100,0.1100,0.0100,-0.5800,-0.0300,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-9.9157,-5.4866,-0.3978,-89.0625,24.7648,25.0000,0.0000,0.0000
8,5.3388,GROUND,0.1250,-0.0392,9.6890,-0.3138,-0.1500,9.2100,0.1500,0.0000,-0.5800,0.0000,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-9.9215,-5.7424,-0.1578,-89.0625,24.7648,25.0000,0.0000,0.0000
9,5.3783,GROUND,-0.5000,0.0000,9.6890,-0.3138,-0.1300,9.2700,0.1200,0.0200,-0.5300,-0.0200,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-9.9244,-6.1411,-0.4554,-89.0625,24.7648,25.0000,0.0000,0.0000
10,5.4162,GROUND,-0.3750,0.0000,9.6890,-0.3530,-0.1400,9.2400,0.1500,0.0300,-0.5600,0.0300,0.0000,-0.9375,-89.0625,-0.1600,9.8000,0.1500,-9.9496,-6.4589,-0.4994,-89.0625,24.7648,25.0000,0.0000,0.0000
