Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta)
5.0753,GROUND,1.0000,-0.8238,9.4928,-0.1961,-0.5600,9.2300,0.3100,0.0000,0.0000,0.0000,0.5625,-2.6250,-88.3125,0.0000,0.0000,0.0000,-6.4931,-7.9847,0.2895,-88.3125
5.1091,GROUND,1.7500,-0.1569,9.6105,-0.4707,-0.2100,9.1600,0.2100,0.2200,-0.6200,-0.0500,0.4375,-2.5000,-88.3750,0.0000,0.0000,0.0000,-8.7850,-8.3809,1.1609,-88.3750
5.1421,GROUND,1.4375,-0.1961,10.0028,-0.6669,-0.3800,9.5200,0.0900,0.2200,-0.6200,-0.0500,0.3750,-2.4375,-88.5000,0.0000,0.0000,0.0000,-9.8253,-8.7005,1.2282,-88.5000
5.1750,GROUND,1.3750,-0.2746,9.7282,-0.8238,-0.3000,9.0200,0.0000,0.1100,-0.7600,-0.2300,0.3125,-2.3750,-88.5000,-0.4100,9.7900,0.2400,-10.3225,-9.0345,1.1968,-88.5000
5.2110,GROUND,1.1250,-0.0392,9.6890,-0.5884,-0.1900,9.2300,0.2200,0.2300,-0.5200,0.0000,0.3125,-2.3750,-88.5000,-0.4100,9.7900,0.2400,-10.3673,-9.3703,1.0298,-88.5000
5.2460,GROUND,0.7500,-0.1569,9.8851,-0.6276,-0.1900,9.2300,0.2200,-0.0600,-0.6200,-0.2600,0.3750,-2.3750,-88.5000,-0.4100,9.7900,0.2400,-10.4087,-9.6989,0.7408,-88.5000
5.2779,GROUND,2.0000,-0.4707,9.6890,-0.8630,-0.1900,9.2300,0.2200,0.0400,-0.7600,-0.2500,0.4375,-2.5000,-88.5000,-0.4300,9.7900,0.2600,-10.5697,-9.8409,1.3903,-88.5000
5.3134,GROUND,0.9375,0.0000,9.7674,-0.3530,-0.1900,9.2300,0.2200,0.3200,-0.4900,0.1600,0.5625,-2.5625,-88.3125,-0.4400,9.7900,0.2800,-10.3163,-10.2030,0.9842,-88.3125
5.3463,GROUND,1.3750,-0.9414,9.6890,-0.1961,-1.0200,9.2200,0.2900,-0.5500,-0.5600,0.0000,0.6250,-2.6875,-88.2500,-0.4600,9.7900,0.2900,-10.1224,-10.4178,1.0934,-88.2500
5.3804,GROUND,1.6875,-0.8630,9.5713,-0.5099,-0.6300,9.2600,0.1900,-0.1700,-0.5300,-0.0900,0.5625,-2.6250,-88.3125,-0.4600,9.7900,0.2900,-10.2423,-10.5812,1.3224,-88.3125
5.4155,GROUND,1.6250,-0.1177,10.0028,-0.5492,-0.1200,9.0800,0.3300,-0.1700,-0.5300,-0.0900,0.5625,-2.6250,-88.3125,-0.4300,9.7900,0.2700,-10.3124,-10.7767,1.3795,-88.3125
5.4478,GROUND,1.5625,-0.0785,9.6890,-0.8238,-0.2300,9.0200,0.0700,0.1800,-0.7700,-0.1800,0.4375,-2.4375,-88.4375,-0.4200,9.7900,0.2500,-10.5089,-11.0002,1.3547,-88.4375
5.4813,GROUND,2.3125,-0.0785,9.7282,-0.5884,-0.2300,9.2700,0.1900,0.1700,-0.5100,-0.0500,0.3125,-2.3750,-88.5625,-0.4000,9.7900,0.2400,-10.4383,-11.0237,1.8010,-88.5625
5.5170,GROUND,1.7500,-0.2746,9.9243,-0.5884,-0.5400,9.1800,-0.0900,-0.1300,-0.6100,-0.3200,0.3125,-2.3125,-88.6250,-0.4000,9.7900,0.2300,-10.4115,-11.2936,1.6221,-88.6250
5.5519,GROUND,1.0000,-0.3138,9.5321,-0.7845,-0.3200,8.9700,0.0600,0.0800,-0.8200,-0.1700,0.3125,-2.3750,-88.5625,-0.4000,9.7900,0.2400,-10.5226,-11.7126,1.0894,-88.5625
5.5856,GROUND,1.8125,0.0000,9.9243,-0.3530,-0.2800,9.4000,0.2100,0.1300,-0.3800,-0.0300,0.3125,-2.3750,-88.5625,-0.4100,9.7900,0.2500,-10.2982,-11.7271,1.3852,-88.5625
5.6204,GROUND,1.1250,-0.2746,9.8459,-0.8238,-0.3600,9.1500,-0.0700,0.0600,-0.6300,-0.3400,0.5000,-2.5000,-88.4375,-0.4400,9.7900,0.2700,-10.5035,-12.0475,1.0611,-88.4375
5.6566,GROUND,-0.9375,-0.3923,9.3752,-0.0392,-0.5800,9.2500,0.6600,-0.1300,-0.5400,0.3700,0.5625,-2.6250,-88.3125,-0.4500,9.7900,0.2800,-10.0973,-12.9651,-0.3561,-88.3125
5.6929,GROUND,2.4375,-0.5492,9.7674,-0.1961,-0.6700,9.4100,0.1000,-0.2200,-0.3700,-0.1700,0.5625,-2.5625,-88.4375,-0.4400,9.7900,0.2600,-10.0384,-12.1416,1.2164,-88.4375
5.7286,GROUND,1.4375,-0.4315,9.6890,-0.7453,-0.3200,9.0200,0.1200,0.1100,-0.7600,-0.1300,0.4375,-2.5000,-88.4375,-0.4300,9.7900,0.2600,-10.3557,-12.2594,1.1884,-88.4375
5.7648,GROUND,2.1250,0.0000,9.9243,-0.4315,-0.3200,9.0200,0.1200,0.1100,-0.7600,-0.1300,0.4375,-2.4375,-88.4375,-0.4300,9.7900,0.2600,-10.2829,-12.1067,1.6298,-88.4375
5.7959,GROUND,1.6875,-0.3138,9.7674,-0.6669,-0.4000,9.2400,0.0500,0.1100,-0.7600,-0.1300,0.3750,-2.4375,-88.5000,-0.4200,9.7900,0.2400,-10.4006,-12.2788,1.5098,-88.5000
5.8298,GROUND,2.1875,-0.1177,9.5321,-0.5492,-0.3000,8.9800,0.2100,0.1100,-0.8100,-0.0300,0.3750,-2.4375,-88.5000,-0.4200,9.7900,0.2400,-10.3728,-12.1916,1.7645,-88.5000
5.8663,GROUND,0.8750,-0.2746,9.8851,-0.5492,-0.4100,9.4200,0.0700,0.0000,-0.3500,-0.2000,0.4375,-2.5000,-88.5000,-0.4300,9.7900,0.2500,-10.3624,-12.7538,1.0408,-88.5000
5.9023,GROUND,1.1875,-0.2746,9.4928,-0.6669,-0.3700,9.1200,0.1400,0.0000,-0.3500,-0.2000,0.5625,-2.5625,-88.3750,-0.4400,9.7900,0.2600,-10.4310,-12.8578,0.9764,-88.3750
5.9347,GROUND,2.4375,-0.3530,9.6497,-0.2354,-0.5400,9.1700,0.4600,-0.1500,-0.4800,0.2700,0.6250,-2.6250,-88.3125,-0.4500,9.7900,0.2800,-10.1903,-12.3760,1.7182,-88.3125
5.9706,GROUND,-0.6875,-0.6276,9.6497,-0.2746,-0.5900,9.1900,0.2600,-0.1400,-0.5900,-0.0100,0.5625,-2.6250,-88.3750,-0.4500,9.7900,0.2700,-10.1232,-13.6313,0.0407,-88.3750
6.0063,GROUND,1.0000,-0.2746,9.6890,-0.7061,-0.3500,9.1000,0.1800,0.0700,-0.6800,-0.0800,0.5000,-2.5000,-88.4375,-0.4300,9.7900,0.2500,-10.3637,-13.3381,0.4711,-88.4375
6.0396,GROUND,-0.3125,-0.0785,9.8459,-0.5099,-0.2900,9.3000,0.1600,0.1200,-0.4800,-0.0800,0.4375,-2.4375,-88.5000,-0.4200,9.7900,0.2400,-10.3346,-13.8465,-0.1987,-88.5000
6.0750,GROUND,0.1250,-0.2354,9.7674,-0.7061,-0.3700,9.0900,0.0500,0.0400,-0.7000,-0.1800,0.4375,-2.4375,-88.5000,-0.4100,9.7900,0.2300,-10.4446,-13.8234,-0.1766,-88.5000
6.1096,GROUND,1.1250,-0.2354,9.8066,-0.7453,-0.3400,9.2700,0.1100,0.0800,-0.6100,-0.1100,0.3750,-2.3750,-88.5625,-0.4100,9.7900,0.2400,-10.5107,-13.3457,0.4683,-88.5625
6.1426,GROUND,0.5625,-0.0392,9.8459,-0.5492,-0.2400,9.2200,0.2000,0.1700,-0.5700,-0.0400,0.3750,-2.4375,-88.5000,-0.4200,9.7900,0.2400,-10.4149,-13.4345,0.3482,-88.5000
6.1783,GROUND,0.1875,-0.2746,9.7674,-0.7061,-0.4000,9.1700,0.1100,0.0400,-0.6200,-0.2000,0.5000,-2.5000,-88.4375,-0.4300,9.7900,0.2500,-10.4753,-13.6423,0.0704,-88.4375
6.2134,GROUND,0.1250,-0.3138,9.8851,-0.6276,-0.5400,9.0100,0.5000,0.0400,-0.6200,-0.2000,0.5625,-2.6250,-88.3750,-0.4500,9.7900,0.2700,-10.4499,-13.7379,-0.0619,-88.3750
6.2458,GROUND,1.5625,-0.7061,9.7282,-0.2746,-0.7900,9.1900,0.3300,-0.3400,-0.5900,0.0500,0.5625,-2.5625,-88.3750,-0.4400,9.7900,0.2600,-10.2218,-13.0098,0.7726,-88.3750
6.2820,GROUND,-0.8125,-0.2746,9.6890,-0.5884,-0.2500,9.0300,0.1100,0.1700,-0.7500,-0.1400,0.5000,-2.5000,-88.4375,-0.4300,9.7900,0.2600,-10.3290,-13.9710,-0.4021,-88.4375
6.3181,GROUND,1.1250,0.0392,9.6497,-0.3138,-0.1300,9.1600,0.3500,0.2800,-0.6200,0.1000,0.4375,-2.4375,-88.5625,-0.4200,9.7900,0.2400,-10.1999,-13.2860,0.3836,-88.5625
6.3513,GROUND,1.5000,-0.4707,9.9636,-0.8238,-0.6000,9.2600,-0.1700,-0.1800,-0.5200,-0.4000,0.4375,-2.4375,-88.5625,-0.4200,9.7900,0.2300,-10.4658,-12.8404,0.9226,-88.5625
6.3837,GROUND,0.8750,-0.2354,9.4144,-0.6669,-0.6000,9.2600,-0.1700,0.2800,-0.9400,0.0000,0.3750,-2.3750,-88.5625,-0.4100,9.7900,0.2400,-10.4705,-12.9914,0.7225,-88.5625
