Time,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,Altitude,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta)
1.5766823291778564,10.1596894,0.3138128,-1.8828768,-0.7500114442664225,-9.73,-0.56,-1.35,-0.03,-0.01,0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.043866100554107806,-0.25673606538110927,-0.17760031778311047,8.5625
1.6124117374420166,10.1204628,0.3138128,-1.8828768,0.1250019073777371,-9.74,-0.56,-1.35,-0.03,-0.03,0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.051671130731756276,-0.08199427261046627,0.009741164681938141,8.5625
1.6479480266571045,10.1204628,0.392266,-1.9221034,-0.37500572213321126,-9.73,-0.53,-1.35,-0.03,-0.03,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05379304389411525,-0.2999871758946645,-0.23385255539926839,8.5625
1.683518886566162,10.1204628,0.3530394,-1.8828768,-1.0000152590218967,-9.73,-0.55,-1.34,-0.06,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06535869278622358,-0.7313368158431053,-0.7207459583626641,8.5625
1.7186238765716553,10.1204628,0.3530394,-1.8828768,-0.8750133516441596,-9.74,-0.55,-1.35,-0.04,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06110964984754452,-0.806367870521205,-0.8274713241112478,8.5625
1.7529857158660889,10.1204628,0.2745862,-1.9221034,-2.0000305180437934,-9.74,-0.56,-1.34,-0.03,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05635282269349967,-1.4496578127051052,-1.5762813307519687,8.5625
1.7884700298309326,10.1204628,0.3530394,-1.8436502,0.7500114442664225,-9.74,-0.55,-1.35,-0.05,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06224919400020604,-0.0946604312415451,-0.12917837446570823,8.5625
1.8245811462402344,10.1204628,0.3138128,-1.8828768,-0.8750133516441596,-9.73,-0.55,-1.34,-0.05,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06396416960595344,-0.5289726804776785,-0.6008475400860347,8.5625
1.8600826263427734,10.0812362,0.3138128,-1.8828768,-1.6875257495994507,-9.74,-0.54,-1.34,-0.05,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.07879541112661667,-1.151935984118874,-1.2930759971624082,8.5625
1.8961150646209717,10.1204628,0.3138128,-1.9221034,1.1250171663996338,-9.73,-0.55,-1.35,-0.04,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06459503122871783,0.28924708705522173,0.21701234763566957,8.5625
1.9315705299377441,10.1204628,0.3138128,-1.8828768,0.2500038147554742,-9.74,-0.54,-1.34,-0.05,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06455876441106259,0.30026692191870974,0.24159216465667002,8.5625
1.9680774211883545,10.1204628,0.3530394,-1.8436502,0.2500038147554742,-9.73,-0.56,-1.35,-0.03,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05722964804331126,0.29651460187208256,0.25092956947389244,8.5625
2.0014429092407227,10.1596894,0.3138128,-1.9221034,-0.37500572213321126,-9.73,-0.56,-1.36,-0.04,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.044593737265094885,-0.0664491505603157,-0.13971360537725092,8.5625
2.0377299785614014,10.1596894,0.3530394,-1.8436502,-0.687510490577554,-9.78,-0.56,-1.32,-0.08,-0.02,0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.055847224537164515,-0.3895093606590251,-0.48615788634903945,8.5625
2.0730807781219482,10.1596894,0.3138128,-1.8828768,-0.2500038147554742,-9.75,-0.58,-1.35,-0.05,-0.04,0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.04784701545712565,-0.24439718142060224,-0.3423099096444322,8.5625
2.1073944568634033,10.1204628,0.3138128,-1.9221034,0.1250019073777371,-9.74,-0.56,-1.35,-0.05,-0.02,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06005241347116155,0.02891450731122497,-0.0508976219731303,8.5625
2.142448663711548,10.1204628,0.3138128,-1.8828768,-0.2500038147554742,-9.73,-0.53,-1.32,-0.03,-0.02,0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.056030497347030486,-0.08987461422914289,-0.1760591805703405,8.5625
2.1786651611328125,10.1596894,0.3138128,-1.8828768,0.3125047684443427,-9.75,-0.56,-1.36,-0.06,-0.02,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05154541547387774,0.20213203627258078,0.1310240585100206,8.5625
2.2150747776031494,10.1204628,0.3530394,-1.96133,-0.37500572213321126,-9.75,-0.55,-1.36,-0.06,-0.02,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06474662749102,-0.11045267556492494,-0.18575420923201352,8.5625
2.2502925395965576,10.1204628,0.392266,-1.8828768,0.18750286106660563,-9.73,-0.55,-1.3800000000000001,-0.04,-0.02,-0.04,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06092371884515248,0.11202925829766229,0.0482938445142857,8.5625
2.2863810062408447,10.1204628,0.3138128,-1.8828768,-1.5625238422217136,-9.74,-0.54,-1.33,-0.04,-0.01,-0.04,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05998759257667019,-0.8618102581676584,-0.9669350936778651,8.5625
2.321364641189575,10.1204628,0.3138128,-1.8828768,-1.0000152590218967,-9.72,-0.54,-1.37,-0.02,-0.01,-0.03,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05234456275136527,-0.8655287616329075,-0.9989457688833999,8.5625
2.3561317920684814,10.1204628,0.3530394,-1.8828768,-0.5625085831998169,-9.74,-0.53,-1.35,-0.05,-0.02,-0.03,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06125763192215798,-0.5928544463125818,-0.7348764457422129,8.5625
2.3928945064544678,10.1204628,0.3138128,-1.8828768,-1.3125200274662394,-9.75,-0.5700000000000001,-1.33,-0.06,-0.03,-0.03,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06735089640686251,-0.9329061508373893,-1.1076370875713053,8.5625
2.4290289878845215,10.1204628,0.3530394,-1.8828768,-0.3125047684443427,-9.73,-0.56,-1.35,-0.04,-0.01,-0.03,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06160059509409392,-0.4313647296801706,-0.6180361616119758,8.5625
2.4650471210479736,10.1204628,0.3530394,-1.8828768,0.37500572213321126,-9.73,-0.55,-1.31,-0.04,-0.03,0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06005197917791355,0.1785182612408222,0.0031760226991784934,8.5625
2.4999451637268066,10.1204628,0.3138128,-1.8828768,-0.3125047684443427,-9.74,-0.56,-1.37,-0.05,-0.02,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06335623108724223,-0.015263845975833384,-0.19368022014368821,8.5625
2.535623073577881,10.1204628,0.3530394,-1.8828768,-0.687510490577554,-9.74,-0.53,-1.36,-0.04,0.01,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.060589059581207,-0.31330235128983236,-0.5055051104637946,8.5625
2.5712478160858154,10.1204628,0.3138128,-1.9221034,-0.18750286106660563,-9.74,-0.55,-1.33,-0.05,-0.01,0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.0634719759266056,-0.11763942135496969,-0.30896188482945897,8.5625
2.6058430671691895,10.1204628,0.3138128,-1.8828768,1.375020981155108,-9.72,-0.55,-1.35,-0.05,-0.01,1.28,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06418792887176276,0.87864817075468,0.7514745125252038,8.5625
2.6416900157928467,10.1204628,0.3530394,-1.9221034,1.0000152590218967,-9.74,-0.54,-1.35,-0.05,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.0644412065420939,1.0068945018142852,0.9199173988159632,8.5625
2.6778223514556885,10.1204628,0.3138128,-1.8436502,0.6250095368886854,-9.74,-0.54,-1.34,-0.04,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06087305850288552,0.8032525705614472,0.7471362589911092,8.5625
2.7130682468414307,10.1204628,0.3138128,-1.8436502,-2.062531471732662,-9.73,-0.54,-1.36,-0.04,-0.01,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06002520382129356,-0.9052358893756407,-1.015387536542893,8.5625
2.7492291927337646,10.1204628,0.3138128,-1.8436502,0.5000076295109483,-9.74,-0.56,-1.35,-0.04,-0.02,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05960607327142001,0.03447376217238807,-0.07075950345879356,8.5625
2.7848880290985107,10.1204628,0.3138128,-1.8828768,1.1250171663996338,-9.73,-0.55,-1.33,-0.05,-0.02,0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06317038001544259,0.7559555377745186,0.6844697352047223,8.5625
2.820211887359619,10.1204628,0.2745862,-1.8828768,-0.687510490577554,-9.73,-0.54,-1.34,-0.03,-0.02,0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05691808936807495,-0.08764200152271173,-0.17144439808926937,8.5625
2.8540728092193604,10.1204628,0.3138128,-1.8436502,0.2500038147554742,-9.73,-0.54,-1.37,-0.04,-0.02,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05882521214405244,0.15904098046811785,0.09309397093938435,8.5625
2.889956474304199,10.1596894,0.2745862,-1.9221034,-0.687510490577554,-9.74,-0.56,-1.29,-0.04,-0.01,0.04,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.04502960087043247,-0.3158621714834413,-0.397353134679576,8.5625
2.925304889678955,10.1204628,0.3530394,-1.9221034,-1.0000152590218967,-9.73,-0.54,-1.34,-0.04,-0.01,0.04,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.055682494438506216,-0.673561531884846,-0.7817532924112768,8.5625
2.9598402976989746,10.1204628,0.3138128,-1.8828768,-0.9375143053330282,-9.73,-0.55,-1.35,-0.04,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.0585169292486083,-0.7542090314805283,-0.8885855251168987,8.5625
2.995701551437378,10.1204628,0.3530394,-1.8828768,-2.2500343327992676,-9.75,-0.53,-1.34,-0.02,-0.03,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.052008514182778263,-1.5638395798948266,-1.7577877836291436,8.5625
3.031341075897217,10.1204628,0.392266,-1.8828768,-0.18750286106660563,-9.74,-0.55,-1.35,-0.05,-0.03,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06111611818987108,-0.5788478751134096,-0.7872305693630828,8.5625
3.06772518157959,10.1596894,0.3530394,-1.9221034,-0.18750286106660563,-9.75,-0.55,-1.37,-0.03,-0.03,-0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.04192119417574554,-0.198988632488669,-0.41625165952377713,8.5625
3.1019411087036133,10.0812362,0.3138128,-1.9221034,-1.0625162127107652,-9.75,-0.54,-1.35,-0.05,-0.03,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.0728689364645457,-0.581734265236284,-0.8263734394452408,8.5625
3.1378328800201416,10.1204628,0.3138128,-1.8828768,0.7500114442664225,-9.74,-0.55,-1.34,-0.05,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06670710122726911,0.38438770484939444,0.1608340686136409,8.5625
3.172818422317505,10.1204628,0.3138128,-1.8828768,0.37500572213321126,-9.75,-0.54,-1.32,-0.05,-0.01,0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06511712994078117,0.502743575289838,0.30090481466131025,8.5625
3.2070891857147217,10.0812362,0.3530394,-1.96133,0.7500114442664225,-9.73,-0.56,-1.37,-0.03,-0.01,0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.0717193052858298,0.7562394067500582,0.5904225053951447,8.5625
3.2430267333984375,10.1204628,0.3138128,-1.8436502,0.1250019073777371,-9.73,-0.54,-1.34,-0.04,-0.01,0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06282988834439543,0.4549417788903572,0.306695865396562,8.5625
3.2791779041290283,10.1204628,0.3530394,-1.9221034,-0.5000076295109483,-9.74,-0.54,-1.35,-0.04,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.0604632326953028,-0.05255750914052093,-0.1966422267607728,8.5625
3.314661979675293,10.0812362,0.3530394,-1.9221034,-1.1250171663996338,-9.74,-0.54,-1.35,-0.04,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.07419083927659136,-0.6193803067584033,-0.7833808700513051,8.5625
3.3504295349121094,10.1596894,0.3138128,-1.8828768,-1.0000152590218967,-9.75,-0.58,-1.34,-0.05,-0.04,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05278156519962944,-0.7404639949308269,-0.9283261168681765,8.5625
3.3867948055267334,10.1204628,0.3138128,-1.8828768,-1.3125200274662394,-9.73,-0.56,-1.3,-0.04,-0.04,0.02,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05775019318204061,-0.9627843961489421,-1.1809139244538933,8.5625
3.4224798679351807,10.1204628,0.3138128,-1.8828768,0.06250095368886854,-9.700000000000001,-0.55,-1.33,-0.04,-0.01,0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05900895651934772,-0.18322151339355253,-0.4085251286725067,8.5625
3.457490921020508,10.0812362,0.3530394,-1.96133,-1.4375219348439765,-9.73,-0.55,-1.36,-0.04,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.07380443466968753,-0.8020771782921612,-1.0602018162507374,8.5625
3.49332332611084,10.1204628,0.3138128,-1.9221034,-0.687510490577554,-9.73,-0.55,-1.36,-0.02,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05602905891667104,-0.5602084388806533,-0.8355612219541,8.5625
3.5284790992736816,10.1204628,0.3138128,-1.9221034,0.37500572213321126,-9.74,-0.5700000000000001,-1.36,-0.02,-0.01,-0.01,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.05123089321208936,0.18036772363632003,-0.07895712747773986,8.5625
3.5614428520202637,10.1204628,0.3530394,-1.8828768,-1.500022888532845,-9.75,-0.56,-1.37,-0.06,-0.02,-0.03,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06469491959461585,-0.6488787831786536,-0.9720126821997765,8.5625
3.59740948677063,10.1204628,0.3138128,-1.8828768,0.3125047684443427,-9.71,-0.56,-1.33,-0.05,-0.02,-0.03,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.06453031953808008,0.13770122449664046,-0.17018207146927322,8.5625
3.633007287979126,10.1204628,0.3138128,-1.8828768,0.1250019073777371,-9.72,-0.53,-1.34,-0.02,-0.02,-0.03,0,-81.4375,157.9375,-9.69,-0.54,-1.34,-0.053549031867156996,0.3119696072907643,0.01791495380855687,8.5625
