Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta)
5.0372,LAUNCHED,27848.9249,-0.1569,9.5713,-0.3138,-0.1000,9.2200,0.2100,0.0000,-0.5800,0.0000,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,96.5632,2217.3518,27820.8416,-0.5000
5.0529,LAUNCHED,28549.9981,-0.0392,9.7674,-0.2746,-0.0800,9.2200,0.2200,0.0100,-0.5700,0.0000,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,40.3548,2288.6380,28316.3549,-0.5000
5.0657,LAUNCHED,28054.3656,0.1177,9.7674,-0.2746,-0.0900,9.2300,0.2100,0.0000,-0.5600,0.0000,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,15.1743,2263.2106,28174.8791,-0.5000
5.0921,LAUNCHED,27211.4777,0.0000,9.6497,-0.2354,-0.0800,9.2100,0.2000,0.0100,-0.5800,0.0000,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,5.4843,2209.8170,27590.4322,-0.5000
5.1067,LAUNCHED,26884.4102,0.0392,9.6890,-0.3138,-0.0800,9.2200,0.2500,0.0100,-0.5800,0.0400,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,1.9816,2174.0098,27165.2330,-0.5000
5.1202,LAUNCHED,28263.9313,-0.0392,9.6890,-0.3138,-0.1000,9.2200,0.2000,0.0100,-0.5500,-0.0200,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,0.7897,2256.0376,27865.7562,-0.5000
5.1448,LAUNCHED,27295.2915,0.0000,9.6105,-0.2746,-0.0800,9.2300,0.2000,0.0000,-0.5700,0.0000,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,0.1589,2196.6949,27532.4817,-0.5000
5.1683,LAUNCHED,28162.9297,0.0000,9.4144,-0.2354,-0.1100,9.2300,0.2100,-0.0200,-0.5700,0.0000,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,-0.1171,2264.0225,27944.4828,-0.5000
5.1936,LAUNCHED,26922.2858,0.0392,9.6890,-0.2746,-0.0900,9.2000,0.2000,0.0000,-0.5900,0.0000,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,-0.1361,2165.1689,27323.6836,-0.5000
5.2074,LAUNCHED,28169.1173,-0.1569,9.6105,-0.3138,-0.0800,9.2400,0.2100,0.0100,-0.5500,0.0000,0.3750,-0.5000,-88.7500,-0.0900,9.8000,0.2100,-0.1036,2271.9118,27868.6184,-0.5000
